track_id,artists,track_name,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,track_genre
0usNFsDDoVMYVE732zM3QI,Emiway Bantai,KR L$DA SIGN,0.709,0.716,0.246,0.129,0.0,0.243,0.608,hip-hop
3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,0.598,0.427,0.0317,0.0546,5.83e-06,0.21,0.0605,hip-hop
6oloWgrErtc8dG2WiV55gn,Mika Singh;Payal Dev;Neha Kakkar;Badshah,Sawan Mein Lag Gayi Aag,0.792,0.813,0.0513,0.388,2.29e-05,0.0541,0.868,hip-hop
7FNClArpU0MQIIkAU5VSwh,Daddy Yankee;Bad Bunny,Vuelve,0.734,0.531,0.0321,0.196,0.0,0.119,0.199,hip-hop
4KPWs0tm7JgdIak35XZLoL,Kid Cudi;MGMT;Ratatat;Steve Aoki,Pursuit Of Happiness - Extended Steve Aoki Remix,0.721,0.687,0.0554,0.00957,0.0041,0.0462,0.619,hip-hop
4ZcKL6BGQCzAn5aUZK0dYw,Kodak Black,Haitian Scarface,0.569,0.459,0.355,0.0648,0.0,0.168,0.0649,hip-hop
23tKvchhAzfCJW8HkBlxf6,Don Omar,Vacilón,0.734,0.519,0.0824,0.00814,0.141,0.311,0.685,hip-hop
3AedlLCGKNhQdhtLzObIbR,Daddy Yankee,Pasarela,0.839,0.907,0.0453,0.101,0.0,0.332,0.737,hip-hop
5D507IC1VOAg7bKkmOblr6,Anirudh Ravichander;Adithya RK,"Bae (From ""Don"")",0.697,0.663,0.0486,0.0701,1.04e-05,0.112,0.407,hip-hop
4t22MCG1GHjKlXRCIlJlDd,Yo Yo Honey Singh;Millind Gaba;Asli GOLD,Paris Ka Trip,0.814,0.723,0.235,0.178,0.0,0.0445,0.768,hip-hop
6g09Qne3XpX1bYIFHbW4lI,Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,hip-hop
6irCLylDy2lfsKAKlHAz8F,Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,hip-hop
4KbdeNTyeWbN3IljXBtaBU,Don Omar;Zion & Lennox,Te Quiero Pa´Mi,0.765,0.816,0.0595,0.124,8.19e-05,0.197,0.624,hip-hop
6k3lATWmM3Z9TJvrzDHfga,Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,hip-hop
1PaxAUxLEVpi75l0nDtwu1,Hiphop Tamizha,Sakkarakatti,0.607,0.782,0.0856,0.305,0.0,0.062,0.747,hip-hop
6N6mJlsjYRV0yoMSPS5JiQ,Navv Inder;Lisa Mishra;Raja Kumari,The Wakhra Song,0.788,0.894,0.198,0.339,0.000253,0.0649,0.588,hip-hop
038oBXqL9ttCHHZmNrYxQk,Lil Baby,All In,0.836,0.649,0.332,0.0716,0.0,0.0943,0.294,hip-hop
1eKf1hCEVQbRDsOIrY0U3M,Kodak Black,Haitian Scarface,0.569,0.459,0.355,0.0648,0.0,0.168,0.0649,hip-hop
0yCWDaAgOtg6TKlNCg9rwA,King,Tu Aake Dekhle,0.77,0.84,0.107,0.515,0.00452,0.145,0.192,hip-hop
3j4srp6dMT39MLxx6XEbOR,Jack Harlow;Adam Levine,Same Guy,0.791,0.586,0.147,0.181,0.0,0.105,0.643,hip-hop
0oNzFzjf5eDRnvpGe7u2r2,Snoop Dogg;Pharrell Williams,Drop It Like It's Hot,0.888,0.622,0.213,0.16,0.0,0.101,0.664,hip-hop
2ikI9Y7PCPIavU0TMSpF31,KR$NA;Raftaar,Saza-E-Maut,0.84,0.837,0.272,0.229,0.0,0.105,0.881,hip-hop
4YU2HODpoaTGigDJYCv5xM,Wiz Khalifa;Girl Talk,Big Daddy Wiz,0.9,0.795,0.073,0.107,0.00631,0.131,0.745,hip-hop
7lvUf1BLEZuuwhbc9xeR12,Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,hip-hop
6P8dmbcOEz7XPFQjd1V6d5,Stephen Zechariah;Saindhavi,Nesamaguren,0.413,0.419,0.0314,0.602,0.000113,0.13,0.264,hip-hop
32FVH23yFXr8Z0sfjRw4It,AP Dhillon,Wo Noor,0.761,0.554,0.0854,0.193,0.00844,0.0802,0.555,hip-hop
2mldMnu7kHSm4l5se4Zo7Y,Anirudh Ravichander;Prudhvi Chandra,Vikram Title Track - Telugu,0.643,0.874,0.0508,0.253,0.00198,0.127,0.118,hip-hop
0hWBiQZZ7btfzKoMDUUHCH,Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,hip-hop
4EYc4UZ4GeuGzpUmTapq6L,Quavo,WORKIN ME,0.79,0.628,0.142,0.182,7.06e-06,0.338,0.267,hip-hop
1XdUEm2MwB6ysy6E80ltMg,KR$NA,No Cap,0.888,0.782,0.21,0.23,0.0,0.315,0.82,hip-hop
3BApUOeS8cihFTyoMKQTVk,Badshah,Tabahi,0.719,0.861,0.0369,0.0881,0.00109,0.126,0.814,hip-hop
7u2UKrIjIYCd0EzNfwB8am,Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,hip-hop
7HNHIRAYrKeuobsj6n3l1y,Guru Randhawa;Yo Yo Honey Singh;Divya Khosla Kumar,Designer,0.41,0.907,0.101,0.0689,0.0,0.247,0.793,hip-hop
3FQwvjvKnE3O4YKawVUNpA,Lil Baby;Gunna,Drip Too Hard,0.897,0.662,0.292,0.0852,0.0,0.534,0.39,hip-hop
3YikBQVdIZ8azTBglbehVu,Sidhu Moose Wala;Sonam Bajwa,Jatti Jeone Morh Wargi,0.806,0.777,0.237,0.122,2.81e-05,0.0725,0.803,hip-hop
5LEjxlKCcYH8irGpRtjbj0,Karan Aujla,Adhiya,0.753,0.758,0.168,0.0901,0.0,0.0717,0.794,hip-hop
58prIObJ1GMpyG51jnMjeS,Sidhu Moose Wala,Badfella,0.616,0.844,0.201,0.124,0.0,0.255,0.785,hip-hop
6OgjDxorTU4qeLvVuB9zoW,Raj Ranjodh,Attitude,0.644,0.77,0.0561,0.0541,0.0,0.22,0.367,hip-hop
6UeMjHhzYnidHi7I4isoGg,AP Dhillon;Gurinder Gill;Gminxr,Most Wanted,0.85,0.573,0.274,0.0439,0.0,0.0871,0.49,hip-hop
7FcQRdlqMvAKmQH1SXCk1s,Mika Singh;Ali Quli Mirza,Ishqam,0.735,0.839,0.0381,0.129,0.0,0.41,0.609,hip-hop
1aL9518P5G72N92b48tuKw,AP Dhillon,Summer High,0.86,0.541,0.0325,0.165,0.163,0.0663,0.952,hip-hop
0Rz7S7DSsiROEWR2mH5DwI,Wiz Khalifa;PARTYNEXTDOOR,Rain,0.401,0.406,0.0381,0.0327,0.0,0.296,0.102,hip-hop
525NKU3UFgZQtCXWBWE0al,Anirudh Ravichander,Sandhanam Theme - Background Score,0.619,0.84,0.0515,0.082,0.275,0.28,0.0805,hip-hop
1ZMq0qzXfGnFo7BN03yddJ,Arjun Kanungo;King,Ilzaam (From the Album 'Industry'),0.697,0.66,0.0352,0.472,0.0,0.243,0.301,hip-hop
3NEqymGUS8TrDlaJi9HkI6,DaBaby;Roddy Ricch,ROCKSTAR,0.746,0.69,0.164,0.247,0.0,0.101,0.497,hip-hop
4lLahP9nb19QJux8cSXSIX,Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,hip-hop
0bYsT1b741xstgFwe4WoKp,Wisin & Yandel,Hipnotízame,0.775,0.828,0.139,0.289,0.0,0.434,0.571,hip-hop
6WBFQMsGMTw0DPv9srsybQ,De La Ghetto,Sensacion Del Bloque,0.709,0.726,0.0411,0.0977,0.0,0.301,0.405,hip-hop
46bFZCQ2U2DMSNUKGzQUyP,Lizzo,Truth Hurts,0.715,0.622,0.111,0.11,0.0,0.123,0.407,hip-hop
2wcsZBShCd9jpK4u7rSCsh,Moneybagg Yo,Said Sum,0.929,0.667,0.353,0.0185,0.0,0.1,0.274,hip-hop
6dgYHmc5yBnQFI4FSCbp6y,Varinder Brar,12 Bande,0.706,0.693,0.259,0.0123,0.0,0.346,0.838,hip-hop
2qPNdVlqZl1cYqsNc3MXnA,DIVINE;Major C,Sher Aaya Sher,0.832,0.657,0.209,0.0433,2.93e-05,0.0752,0.756,hip-hop
0MYof8K1RPjc1Htnr7CDa6,MC STAN,Snake,0.707,0.625,0.145,0.709,2.77e-06,0.298,0.477,hip-hop
36YlzbkAZLnOke9yib6Yin,Burna Boy;Stormzy,Real Life,0.488,0.572,0.0901,0.138,0.000235,0.27,0.415,hip-hop
3OZr3vo7SmYpn5XqeQEAOM,Yo Yo Honey Singh;Neha Kakkar,Manali Trance,0.614,0.842,0.0745,0.00814,1.33e-05,0.212,0.915,hip-hop
5pAo2q7eVt65OSkwYgqhHl,Benny Dayal;Shalmali Kholgade,Daaru Desi,0.703,0.781,0.0468,0.194,0.000368,0.0928,0.679,hip-hop
6rJNWcdEfyBJuy1X2bENL7,Kodak Black,Usain Boo,0.782,0.669,0.213,0.0733,0.0,0.111,0.598,hip-hop
0n5ZqJlvj8IzEh0v70tTKD,Don Omar,Pobre Diabla,0.741,0.787,0.0525,0.217,0.0179,0.0835,0.771,hip-hop
1MGvSryQcSR7zsNG4lQOjN,KR$NA,Lil Bunty,0.869,0.826,0.333,0.211,0.0,0.0696,0.503,hip-hop
22kRCQPyNXWZSQEcDvCmGD,Sachin-Jigar;Priya Saraiya;Jaideep Sahni,Gulabi,0.673,0.663,0.0446,0.0648,1.79e-05,0.117,0.678,hip-hop
1DAxXOny3bze31Slf2DjHe,Burna Boy,Rock Your Body,0.801,0.623,0.0982,0.107,0.00393,0.0853,0.801,hip-hop
2TCrYxhFs1CTFupauXzbIm,Sidhu Moose Wala,Regret,0.348,0.636,0.0577,0.467,0.0,0.0944,0.466,hip-hop
7cS2YS8Q5wJ7ZzqbKLsuFR,Daddy Yankee,Limbo,0.805,0.878,0.0864,0.0754,0.00329,0.0656,0.922,hip-hop
2wkVnwWcT3DgxQU0oifynE,Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,hip-hop
34qxi6dCXAb90enc88oYfY,Wiz Khalifa;PARTYNEXTDOOR,Rain,0.636,0.435,0.0292,0.0613,0.0,0.289,0.0831,hip-hop
3jaiWabWmZC02jT2HWtmaK,Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,hip-hop
6wKu6jqzVtxikYztRUWkoS,Anirudh Ravichander;Vishal Dadlani,Aathi,0.59,0.822,0.056,0.236,0.0,0.678,0.438,hip-hop
2PEo8JQ48mfEv8a2HLqDvt,Sachin-Jigar;Rashmeet Kaur;Shamur;IP Singh,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",0.875,0.846,0.0716,0.137,1.15e-05,0.123,0.697,hip-hop
7fduswfw6pp8e1U4k5aF0R,Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,hip-hop
0cZPaB4GUe0mfx1KXr6FBR,Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,hip-hop
7KtQd5BN1cGQIvefTWEZLq,Anirudh Ravichander,Kaththi - Theme,0.705,0.73,0.346,0.159,0.000239,0.154,0.819,hip-hop
7Dt5Efq8VB3BhmBWpu95f1,Justin Quiles;Robin Schulz,AEIOU,0.689,0.856,0.0813,0.0493,0.0,0.232,0.706,hip-hop
10l9RI8IHp1Z7b7dM3tMSv,Gunna;Future;Young Thug,Pushin P,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,hip-hop
2PxZSFOv7RebkeSEwQTjr7,Mustafa Zahid,Tera Mera Rishta,0.575,0.895,0.0541,0.0521,0.00142,0.104,0.648,hip-hop
3K3mo4LoxPKk18oqIC3hQC,Satinder Sartaaj,Udaarian,0.659,0.712,0.0352,0.584,0.0,0.201,0.883,hip-hop
6MT5BRtVm18LrgqSrLnJuG,Gunna,Banking on Me,0.793,0.308,0.0466,0.613,1.68e-05,0.0953,0.46,hip-hop
4chxJYv0qsOKQukt6cKp97,Mustafa Zahid,Toh Phir Aao,0.459,0.563,0.0263,0.39,1.98e-06,0.107,0.0961,hip-hop
74ke9u10rIeCwTU0KOT6C5,Snoop Dogg;Wiz Khalifa;Bruno Mars,"Young, Wild & Free",0.722,0.655,0.137,0.0525,0.0,0.115,0.532,hip-hop
6q9XTgfWilsnyiFofvYrIF,Badshah;Neha Kakkar;Varun Dhawan,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",0.788,0.87,0.177,0.123,1.43e-05,0.0692,0.884,hip-hop
5RrOyaV2xOAnf62uWj24dB,King,OOPS,0.918,0.673,0.184,0.314,0.0,0.0555,0.828,hip-hop
7q2b7oG0UIDtl0rxQSeVwq,Don Omar;Plan B,Hooka,0.733,0.859,0.146,0.0431,0.0,0.822,0.845,hip-hop
62KDpF0Hv7KJLZrrKXsz8r,Anirudh Ravichander,Thangamey,0.585,0.901,0.0745,0.479,0.0,0.248,0.62,hip-hop
3ZPrcLz9peBVWyYZHwx0DI,Daddy Yankee,Dura,0.783,0.84,0.051,0.174,0.0,0.412,0.838,hip-hop
6CufiqOcVejTejlXDqDb4j,Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,hip-hop
6TFUGAC1zk57FICwy1wZNW,Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Dura - Remix,0.772,0.803,0.0468,0.187,0.0,0.434,0.853,hip-hop
18Mf7Xqt0DEL8Uo8P40BQk,Lizzo;Two Stacks,Good as Hell - Two Stacks Remix,0.512,0.854,0.054,0.000778,0.0069,0.195,0.514,hip-hop
56TXkBMhaHhmqNq1M30qlE,Sidhu Moose Wala;Sunny Malton,Forget About It (feat. Sunny Malton),0.794,0.884,0.179,0.0634,0.0,0.319,0.716,hip-hop
6qS40yL7kXVoChI8SSCQIQ,Karan Aujla;KR$NA;Mehar Vaani,Ykwim,0.837,0.575,0.127,0.0361,7.23e-06,0.457,0.655,hip-hop
1orM67pmkNc4alrZkWjYkV,Guru Randhawa;Nikhita Gandhi;Tanishk Bagchi;Nora Fatehi,Naach Meri Rani,0.676,0.488,0.154,0.0613,0.0,0.0707,0.151,hip-hop
45ffClKkj594CkU0naaLrM,Jack Harlow;Big Sean,Way Out,0.945,0.582,0.0719,0.114,0.0,0.103,0.907,hip-hop
7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,0.872,0.391,0.242,0.469,4.13e-06,0.297,0.437,hip-hop
39MVngfrWBFY7muXGvSBqb,Lizzo;Purple Disco Machine,About Damn Time - Purple Disco Machine Remix,0.8,0.771,0.123,0.0531,0.0,0.229,0.886,hip-hop
50BYymJYX2k7hnmfiXnYXs,Jass Manak,Naah,0.572,0.533,0.0645,0.347,0.0,0.0794,0.441,hip-hop
2wHTMZwkLbpM6LNkUBs2Xt,Sidhu Moose Wala,Calaboose,0.747,0.758,0.0742,0.0568,0.0,0.331,0.56,hip-hop
5H4rKylLnO8KrmdXTRhj5s,Sukhwinder Singh;Sapna Awasthi,Chaiyya Chaiyya,0.786,0.579,0.142,0.186,0.0,0.118,0.481,hip-hop
04VUjNx30IrigVZU3CQmrQ,Badshah,Mercy,0.835,0.767,0.0877,0.0716,0.000187,0.173,0.786,hip-hop
19b4vDb9mrs4WFh42ySOi7,Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,hip-hop
3hMwHdlG3ulHUqVSyWOzMU,Big Sean;Hit-Boy,Chaos,0.652,0.66,0.0364,0.000724,0.000963,0.134,0.255,hip-hop
0yy3WShigK5eqAmhS4aRwz,Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,hip-hop
2gp0OtnltLdrcNhKHVL2qM,Hiphop Tamizha;Sid Sriram,Nee Nenacha,0.329,0.408,0.0629,0.575,0.0,0.115,0.408,hip-hop
5JzX4z7nOrstlzGbwd1hOJ,Ty Dolla $ign;Post Malone,Spicy,0.782,0.51,0.0419,0.143,0.0,0.115,0.118,hip-hop
5I35M1ruDXFzK63YCg7Ijw,Bilal Saeed;Romee Khan,Snapchat Story,0.808,0.811,0.0448,0.163,0.0,0.148,0.753,hip-hop
1KfwlyvJQD1TA70RyC0Byd,Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,hip-hop
5szudEU7dQ4ezb4vmPLMsI,Big Sean;Hit-Boy,Chaos,0.652,0.66,0.0364,0.000724,0.000963,0.134,0.255,hip-hop
6oBPzKy4CmsnROO8vH8MjA,Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,hip-hop
6syz0SJTv8ZNCNxaOnvMtb,Gorillaz,Clint Eastwood,0.663,0.694,0.171,0.0253,0.0,0.0698,0.525,hip-hop
1zi7xx7UVEFkmKfv06H8x0,Drake;Wizkid;Kyla,One Dance,0.792,0.625,0.0536,0.00776,0.0018,0.329,0.37,hip-hop
7mRCgqF1eXVoDUpOldz9Nl,Burna Boy;Wizkid,B. D’OR,0.873,0.658,0.108,0.00858,0.0061,0.0999,0.483,hip-hop
5dvGOTBXFSgpKddB6MGe0P,AP Dhillon;Gurinder Gill,WAR,0.674,0.508,0.298,0.159,0.000361,0.348,0.322,hip-hop
2Racq7HrXkYvF8w9zXvlTp,Hiphop Tamizha,Azhage,0.717,0.79,0.0342,0.308,0.0,0.0871,0.536,hip-hop
5W7DOVGQLTigu09afW7QMT,Sidhu Moose Wala,295,0.557,0.794,0.2,0.179,0.0,0.106,0.432,hip-hop
0BV0AYGLVlu2SdjN3J9twp,Ghostemane,Fed Up,0.849,0.758,0.256,0.499,0.695,0.147,0.0684,hip-hop
67KTXqxMEyBMq3LApqCgNV,Sidhu Moose Wala;DIVINE,Moosedrilla (feat. DIVINE),0.709,0.829,0.245,0.0698,0.0,0.561,0.654,hip-hop
4PML5RtrVcYAwTTS46otXB,Anirudh Ravichander;Arivu,Vaathi Raid,0.806,0.93,0.132,0.253,1.94e-05,0.106,0.666,hip-hop
000RDCYioLteXcutOjeweY,Jordan Sandhu,Teeje Week,0.679,0.77,0.19,0.0583,0.0,0.0825,0.839,hip-hop
6Kynli1iHBqJRWUCohcV9h,DIVINE,Kaam 25 - Sacred Games,0.484,0.948,0.451,0.0473,0.0,0.0565,0.686,hip-hop
1Hdz67JES35Z4h3Yd4PXvV,Anirudh Ravichander;Ramya Behra;Sahithi Chaganti,Bimbilikki Pilapi,0.645,0.947,0.238,0.426,2.26e-06,0.463,0.823,hip-hop
2gNC2UZGVSK0iW4Ymc56na,Sidhu Moose Wala,Devil,0.57,0.793,0.228,0.183,0.0,0.664,0.472,hip-hop
0Z2SFlnXH9yMN36djUeqyE,Sidhu Moose Wala;Sunny Malton,Fuck Em All,0.818,0.726,0.216,0.0916,1.01e-06,0.106,0.345,hip-hop
0VDbQ47H6Zn0zTdMziB0ex,Wisin & Yandel,Tu Olor,0.821,0.753,0.0817,0.0148,6.13e-06,0.109,0.364,hip-hop
3QFlqpEXLKXpU56dENcuiy,Don Omar,Dale Don Dale,0.831,0.818,0.0824,0.0245,0.000319,0.0892,0.819,hip-hop
2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa;Charlie Puth,See You Again (feat. Charlie Puth),0.689,0.481,0.0815,0.369,1.03e-06,0.0649,0.283,hip-hop
1lIb7Ze8PHhWwdXDtPF00j,Sidhu Moose Wala,"Jailaan (From ""Moosa Jatt"")",0.593,0.791,0.165,0.0343,0.0,0.0654,0.881,hip-hop
70rQq4iMDKjX8UlG7QlHUa,Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,hip-hop
0HTb4JfMtMkMYUtyd19In3,Bilal Saeed;Momina Mustehsan,Baari,0.658,0.539,0.0433,0.857,1.45e-06,0.0999,0.461,hip-hop
6CzMKOYzhBXzZszsy4yFIG,AP Dhillon;Gurinder Gill;Gminxr,Feels,0.71,0.698,0.0368,0.108,0.0,0.098,0.0823,hip-hop
1J1xKGIgm2PsRzd7DMpvcv,Moneybagg Yo,Least Ian Lie,0.896,0.517,0.389,0.112,0.0,0.117,0.816,hip-hop
27XJv9grlenIhZEPpDdnIY,Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,hip-hop
2NTVtNcpC0i1R7LVGaCZCF,Badshah;Nikhita Gandhi,Jugnu,0.716,0.803,0.0445,0.03,0.0,0.0817,0.325,hip-hop
1YxJ0LwE6HQM8COctgjZVo,Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,hip-hop
2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,0.834,0.73,0.222,0.00513,0.0,0.124,0.446,hip-hop
2JabszmDYl2x7B7blqtp8l,Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,hip-hop
1AhTJuf8NnyCcXuSiEa1HP,Snoop Dogg;Pharrell Williams,Drop It Like It's Hot,0.888,0.622,0.213,0.16,0.0,0.101,0.664,hip-hop
1gTD1rUFgz05rRyMvPPRtX,Sidhu Moose Wala,Goat,0.756,0.855,0.208,0.222,0.0,0.188,0.525,hip-hop
3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar;SZA,All The Stars (with SZA),0.698,0.633,0.0597,0.0605,0.000194,0.0926,0.552,hip-hop
6HIkxxaASDhaXdcMa2PFRB,Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,hip-hop
17TjJhR1wrGFW58aJnHpNC,Jack Harlow,First Class,0.905,0.563,0.102,0.0254,9.71e-06,0.113,0.324,hip-hop
6EP117i3gizdFg9neGen0s,MC STAN,Tadipaar,0.62,0.813,0.161,0.449,1.48e-06,0.21,0.37,hip-hop
1T0NvgD6SHsWLwPsK75en8,Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,hip-hop
27NovPIUIRrOZoCHxABJwK,Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),0.736,0.704,0.0615,0.0203,0.0,0.0501,0.894,hip-hop
0UGoctruuLwFBXHjXpDpcd,Kid Cudi,The Prayer,0.735,0.76,0.114,0.366,1.52e-05,0.606,0.687,hip-hop
4HEzmqZuqVk3qSwD6Dtk6K,Sidhu Moose Wala,My Block,0.609,0.639,0.0682,0.357,0.0,0.239,0.211,hip-hop
7503mEfiZf6vgONFMYX5Jr,Sukhwinder Singh;Manikka Vinayagam,"Arjunar Villu (From ""Gilli"")",0.766,0.909,0.0693,0.196,0.0,0.106,0.51,hip-hop
5eN1nmOe9R29OBL6soTJov,AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,MAJHE AALE,0.871,0.496,0.0721,0.035,2.83e-05,0.0742,0.287,hip-hop
36ylvIx1fVaM4i5pux7Ea1,Anirudh Ravichander;Shweta Mohan,Emannavoo,0.457,0.542,0.0575,0.408,0.0,0.127,0.652,hip-hop
6RVmuLStrBGHGJ0CJhRh0U,Kahlon,Gucci di Sole,0.658,0.87,0.308,0.0113,0.0,0.351,0.376,hip-hop
6A6mDExVoAEJmc5JyVSQeK,Anirudh Ravichander,"Life of Pazham (From ""Thiruchitrambalam"")",0.503,0.665,0.0801,0.124,0.000155,0.175,0.597,hip-hop
4LCNHHhUJB0rqvmlxwstmN,DIVINE;Aavrutti;D'Evil;Shah Rule,Vibe Hai,0.646,0.812,0.621,0.237,0.0,0.777,0.829,hip-hop
6WzN3h2OjVhmBwnkUNNiGz,Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,hip-hop
7q7eYVerltlW2sYBuga6Mj,Jaz Dhami;Yo Yo Honey Singh,High Heels,0.891,0.913,0.149,0.394,0.000173,0.373,0.772,hip-hop
6DXLO8LndZMVOHM0wNbpzg,Don Omar;Lucenzo,Danza Kuduro,0.699,0.917,0.115,0.078,0.0,0.065,0.889,hip-hop
5l6RrWvplOEBC7hdIkl2mi,Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,hip-hop
0Yzg5gttgeusAFIDCNPR77,Yo Yo Honey Singh;Deep Money,Dope Shope,0.754,0.914,0.0548,0.424,2.62e-05,0.116,0.865,hip-hop
3MxwkxdOyQxGjT3UeOqCEk,XXXTENTACION,SAD!,0.74,0.613,0.145,0.258,0.00372,0.123,0.473,hip-hop
1qdiryo9D6QgoZw9beV72q,Daddy Yankee;Snow,Con Calma,0.737,0.86,0.0594,0.11,1.94e-06,0.0574,0.656,hip-hop
1xSCr5uIndaHKFdO4s2V6B,DIVINE,Satya,0.598,0.804,0.123,0.0576,0.0,0.252,0.322,hip-hop
323uxL7lyIOJhkpzZMW5iD,Burna Boy;Lily Allen,Heaven's Gate,0.845,0.854,0.197,0.0376,1.45e-05,0.343,0.636,hip-hop
52SEeWxiAu87QWWA72Fip8,Kodak Black;XXXTENTACION,Roll in Peace,0.746,0.522,0.248,0.0306,0.0,0.2,0.361,hip-hop
6ElANRiS4S25oIn361o8Ye,Sidhu Moose Wala,Trend,0.626,0.725,0.207,0.0755,0.0,0.245,0.556,hip-hop
6IdUSDkIkBP7ZmTIZrZiVV,Jack Harlow,Dua Lipa,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,hip-hop
0QHEWicUbdyWuHsMcVd1Ka,Yo Yo Honey Singh,"Chaar Botal Vodka (From ""Ragini Mms 2"")",0.877,0.881,0.0713,0.421,0.000345,0.12,0.874,hip-hop
7qhOEYwWarxO50hAZkEY59,Daddy Yankee,RUMBATÓN,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,hip-hop
2r32XiAWtZbT3eLUvf4pag,Vishal Dadlani,Jee Le Zaraa,0.584,0.698,0.0376,0.447,0.0,0.0699,0.436,hip-hop
0myB6MFI5O76ebuwKEfALj,Big Sean;E-40,I Don't Fuck With You,0.824,0.733,0.0614,0.0362,0.0,0.325,0.395,hip-hop
6MgM415sTN6TUh3B3YlWCW,Jack Harlow,Nail Tech,0.647,0.581,0.0884,0.0029,7.76e-06,0.119,0.113,hip-hop
6XmBh5HSdVzEAaqzEftL9t,Stephen Zechariah;Srinisha Jayaseelan,Adi Penne,0.591,0.648,0.0392,0.449,0.0,0.382,0.423,hip-hop
0veda7gIbScyRAp2fWjDQh,Anirudh Ravichander;Sid Sriram,Yennai Maatrum Kadhale,0.515,0.766,0.0941,0.464,3.12e-06,0.136,0.346,hip-hop
4oKcFaWmBSF3SGGYo4qq6R,DIVINE,Teesri Manzil,0.668,0.88,0.261,0.217,1.95e-06,0.114,0.399,hip-hop
3uZiNvBNQldjl4OJiKsuxe,Ajay-Atul;Vishal Dadlani,Brothers Anthem,0.552,0.668,0.0473,0.421,0.0117,0.159,0.152,hip-hop
0Fs9cdPDhptWEDJmiCbkEW,J. Cole;Cults;Amber Coffman,She Knows (feat. Amber Coffman & Cults),0.766,0.74,0.0807,0.0193,0.0784,0.229,0.183,hip-hop
1vnDu8pbmwz88G6RDugerQ,Anirudh Ravichander;Dhanush;Shruti Haasan,Kannuladha - The Kiss of Love,0.592,0.548,0.0282,0.436,1.59e-05,0.296,0.583,hip-hop
7tbzfR8ZvZzJEzy6v0d6el,Ritviz,Liggi,0.786,0.667,0.054,0.0112,0.053,0.074,0.688,hip-hop
2NBYiYtI4v1ujkhHZBq3xw,Sidhu Moose Wala;Stefflon Don,Invincible (feat. Stefflon Don),0.774,0.672,0.0621,0.276,1.82e-05,0.111,0.307,hip-hop
